 1.02800000e-03  3.97790176e+01 
 1.12800000e-03  4.43292777e+01 
 1.22800000e-03  4.88526030e+01 
 1.32800000e-03  5.33376678e+01 
 1.42800000e-03  5.77805877e+01 
 1.52800000e-03  6.21802129e+01 
 1.62800000e-03  6.65363971e+01 
 1.72800000e-03  7.08493601e+01 
 1.82800000e-03  7.51194538e+01 
 1.92800000e-03  7.93470762e+01 
 2.02800000e-03  8.35326391e+01 
 2.12800000e-03  8.76765573e+01 
 2.22800000e-03  9.17792436e+01 
 2.32800000e-03  9.58411078e+01 
 2.42800000e-03  9.98625559e+01 
 2.52800000e-03  1.03843990e+02 
 2.62800000e-03  1.07785808e+02 
 2.72800000e-03  1.11688405e+02 
 2.82800000e-03  1.15552169e+02 
 2.92800000e-03  1.19377489e+02 
 3.02800000e-03  1.23164747e+02 
 3.12800000e-03  1.26914320e+02 
 3.22800000e-03  1.30626585e+02 
 3.32800000e-03  1.34301911e+02 
 3.42800000e-03  1.37940668e+02 
 3.52800000e-03  1.41543219e+02 
 3.62800000e-03  1.45109923e+02 
 3.72800000e-03  1.48641139e+02 
 3.82800000e-03  1.52137218e+02 
 3.92800000e-03  1.55598510e+02 
 4.02800000e-03  1.59025362e+02 
 4.12800000e-03  1.62418117e+02 
 4.22800000e-03  1.65777112e+02 
 4.32800000e-03  1.69102686e+02 
 4.42800000e-03  1.72395169e+02 
 4.52800000e-03  1.75654892e+02 
 4.62800000e-03  1.78882179e+02 
 4.72800000e-03  1.82077355e+02 
 4.82800000e-03  1.85240738e+02 
 4.92800000e-03  1.88372645e+02 
 5.02800000e-03  1.91473389e+02 
 5.12800000e-03  1.94543280e+02 
 5.22800000e-03  1.97582625e+02 
 5.32800000e-03  2.00591729e+02 
 5.42800000e-03  2.03570891e+02 
 5.52800000e-03  2.06520410e+02 
 5.62800000e-03  2.09440580e+02 
 5.72800000e-03  2.12331695e+02 
 5.82800000e-03  2.15194042e+02 
 5.92800000e-03  2.18027909e+02 
 6.02800000e-03  2.20833578e+02 
 6.12800000e-03  2.23611330e+02 
